epoch,loss_d,loss_y,step,train_loss,val_acc,val_loss
0,3.2708582878112793,0.7373751997947693,0,4.008233547210693,,
0,3.2649128437042236,0.6252343654632568,1,3.8901472091674805,,
0,3.282433032989502,0.5200624465942383,2,3.8024954795837402,,
0,3.243259906768799,0.5054370164871216,3,3.748696804046631,,
0,3.2369632720947266,0.4369804859161377,4,3.6739437580108643,,
0,,,4,,0.6666666865348816,0.6521985530853271
1,3.2240049839019775,0.27259647846221924,5,3.4966015815734863,,
1,3.224313497543335,0.24925163388252258,6,3.473565101623535,,
1,3.2127561569213867,0.26454102993011475,7,3.477297306060791,,
1,3.2343482971191406,0.21761400997638702,8,3.4519622325897217,,
1,3.191520929336548,0.18779772520065308,9,3.3793187141418457,,
1,,,9,,0.734375,0.6036778092384338
2,3.2319655418395996,0.1430419385433197,10,3.375007390975952,,
2,3.2578084468841553,0.16072870790958405,11,3.418537139892578,,
2,3.251862049102783,0.1423673927783966,12,3.3942294120788574,,
2,3.3123209476470947,0.11642929911613464,13,3.4287502765655518,,
2,3.3361663818359375,0.12891030311584473,14,3.4650766849517822,,
2,,,14,,0.71875,0.5665642023086548
3,3.370271682739258,0.103314608335495,15,3.473586320877075,,
3,3.3883676528930664,0.11675446480512619,16,3.505122184753418,,
3,3.4350240230560303,0.08596205711364746,17,3.5209860801696777,,
3,3.434934616088867,0.14882612228393555,18,3.5837607383728027,,
3,3.487624406814575,0.11357297003269196,19,3.6011974811553955,,
3,,,19,,0.7239583134651184,0.5723990797996521
4,3.568099021911621,0.10925304889678955,20,3.677351951599121,,
4,3.5956954956054688,0.09743203967809677,21,3.6931276321411133,,
4,3.5818684101104736,0.08281585574150085,22,3.664684295654297,,
4,3.6139168739318848,0.08443174511194229,23,3.6983485221862793,,
4,3.648380756378174,0.13271962106227875,24,3.781100273132324,,
4,,,24,,0.7552083134651184,0.5683836936950684
5,3.6910924911499023,0.08550429344177246,25,3.776596784591675,,
5,3.729712963104248,0.09955358505249023,26,3.8292665481567383,,
5,3.734617233276367,0.08885116875171661,27,3.8234684467315674,,
5,3.7350807189941406,0.11847447603940964,28,3.853555202484131,,
5,3.755545139312744,0.10658247768878937,29,3.8621275424957275,,
5,,,29,,0.734375,0.6246421933174133
6,3.7843828201293945,0.10368529707193375,30,3.888068199157715,,
6,3.8015615940093994,0.11223068088293076,31,3.913792371749878,,
6,3.814608097076416,0.11953100562095642,32,3.9341390132904053,,
6,3.8051767349243164,0.1112903580069542,33,3.9164671897888184,,
6,3.7708067893981934,0.10630182921886444,34,3.877108573913574,,
6,,,34,,0.734375,0.6534435153007507
7,3.786351203918457,0.09666216373443604,35,3.8830132484436035,,
7,3.7792906761169434,0.12072759121656418,36,3.9000182151794434,,
7,3.7585761547088623,0.12678351998329163,37,3.885359764099121,,
7,3.7295308113098145,0.1173846572637558,38,3.8469154834747314,,
7,3.7373292446136475,0.10272695124149323,39,3.8400561809539795,,
7,,,39,,0.734375,0.6754774451255798
8,3.716686487197876,0.11782872676849365,40,3.83451509475708,,
8,3.7583343982696533,0.09271116554737091,41,3.851045608520508,,
8,3.745169162750244,0.11364465951919556,42,3.858813762664795,,
8,3.691786289215088,0.07856575399637222,43,3.7703521251678467,,
8,3.6878244876861572,0.11687641590833664,44,3.8047008514404297,,
8,,,44,,0.7447916865348816,0.7177966237068176
9,3.7005882263183594,0.09493274241685867,45,3.7955210208892822,,
9,3.701691150665283,0.0728851854801178,46,3.774576425552368,,
9,3.654212713241577,0.07785031199455261,47,3.732063055038452,,
9,3.6671266555786133,0.11876942217350006,48,3.785896062850952,,
9,3.5972588062286377,0.09816114604473114,49,3.695420026779175,,
9,,,49,,0.765625,0.7877165675163269
10,3.6201982498168945,0.08928506076335907,50,3.7094833850860596,,
10,3.576174259185791,0.07714760303497314,51,3.6533217430114746,,
10,3.5740718841552734,0.09263388812541962,52,3.666705846786499,,
10,3.5554232597351074,0.06528642028570175,53,3.6207096576690674,,
10,3.5428218841552734,0.08536764979362488,54,3.6281895637512207,,
10,,,54,,0.765625,0.8005819320678711
11,3.55598521232605,0.07809166610240936,55,3.6340768337249756,,
11,3.5174691677093506,0.09503982961177826,56,3.61250901222229,,
11,3.527393341064453,0.08251526951789856,57,3.6099085807800293,,
11,3.4880213737487793,0.07314470410346985,58,3.5611660480499268,,
11,3.4911179542541504,0.07033592462539673,59,3.5614538192749023,,
11,,,59,,0.7552083134651184,0.81640625
12,3.486511707305908,0.07864046096801758,60,3.565152168273926,,
12,3.497701644897461,0.09582675993442535,61,3.5935285091400146,,
12,3.537804126739502,0.0776103287935257,62,3.6154143810272217,,
12,3.4983763694763184,0.08110316842794418,63,3.579479455947876,,
12,3.5052525997161865,0.05957111343741417,64,3.564823627471924,,
12,,,64,,0.7395833134651184,0.8269712328910828
13,3.5364484786987305,0.05263058468699455,65,3.5890791416168213,,
13,3.5647335052490234,0.075777068734169,66,3.6405105590820312,,
13,3.531079053878784,0.059118568897247314,67,3.5901975631713867,,
13,3.5406911373138428,0.0709277093410492,68,3.611618757247925,,
13,3.4495744705200195,0.09463822841644287,69,3.544212818145752,,
13,,,69,,0.7447916865348816,0.8179368376731873
14,3.4764833450317383,0.0644664317369461,70,3.540949821472168,,
14,3.5019001960754395,0.09124283492565155,71,3.5931429862976074,,
14,3.52783203125,0.08197630941867828,72,3.6098084449768066,,
14,3.422727584838867,0.06987636536359787,73,3.4926040172576904,,
14,3.4329981803894043,0.10129409283399582,74,3.534292221069336,,
14,,,74,,0.75,0.8354268074035645
15,3.430518388748169,0.0818168893456459,75,3.5123353004455566,,
15,3.385892391204834,0.09617289900779724,76,3.482065200805664,,
15,3.4068498611450195,0.06930775940418243,77,3.4761576652526855,,
15,3.3357064723968506,0.08149418979883194,78,3.4172005653381348,,
15,3.3560922145843506,0.1027812659740448,79,3.4588735103607178,,
15,,,79,,0.7395833134651184,0.8551187515258789
16,3.330000400543213,0.07998429238796234,80,3.409984588623047,,
16,3.2766714096069336,0.08920234441757202,81,3.3658738136291504,,
16,3.305777072906494,0.07542896270751953,82,3.3812060356140137,,
16,3.2778618335723877,0.08496145904064178,83,3.362823247909546,,
16,3.2236461639404297,0.07008868455886841,84,3.2937347888946533,,
16,,,84,,0.6979166865348816,0.859656810760498
17,3.219407796859741,0.08212708681821823,85,3.30153489112854,,
17,3.2403764724731445,0.0605478473007679,86,3.300924301147461,,
17,3.137317180633545,0.08794204890727997,87,3.225259304046631,,
17,3.143660545349121,0.06060595437884331,88,3.2042665481567383,,
17,3.0851223468780518,0.07697029411792755,89,3.162092685699463,,
17,,,89,,0.6770833134651184,0.8887520432472229
18,3.103030204772949,0.07266514748334885,90,3.1756954193115234,,
18,3.0012059211730957,0.07542861998081207,91,3.076634645462036,,
18,3.0566022396087646,0.06625689566135406,92,3.122859239578247,,
18,3.038029432296753,0.0704740583896637,93,3.108503580093384,,
18,3.0243711471557617,0.06893672794103622,94,3.0933079719543457,,
18,,,94,,0.6875,0.9279177188873291
19,2.925321102142334,0.06761650741100311,95,2.9929375648498535,,
19,2.962214946746826,0.05297720059752464,96,3.0151920318603516,,
19,2.9652464389801025,0.05458153784275055,97,3.0198280811309814,,
19,2.9491472244262695,0.057498134672641754,98,3.006645441055298,,
19,2.8961830139160156,0.06968502700328827,99,2.9658679962158203,,
19,,,99,,0.6927083134651184,0.9613997936248779
20,2.8791987895965576,0.0658407211303711,100,2.9450395107269287,,
20,2.8377883434295654,0.07062707841396332,101,2.9084153175354004,,
20,2.8763999938964844,0.09278668463230133,102,2.969186782836914,,
20,2.8696353435516357,0.08217667043209076,103,2.9518120288848877,,
20,2.8485960960388184,0.0712057575583458,104,2.919801950454712,,
20,,,104,,0.6875,0.9458388686180115
21,2.888110399246216,0.06407738476991653,105,2.9521877765655518,,
21,2.8876307010650635,0.06725829839706421,106,2.9548890590667725,,
21,2.906978130340576,0.06270141899585724,107,2.969679594039917,,
21,2.787630319595337,0.058088406920433044,108,2.8457186222076416,,
21,2.909330368041992,0.06370003521442413,109,2.9730303287506104,,
21,,,109,,0.6979166865348816,0.9150550365447998
22,2.8066816329956055,0.06205933913588524,110,2.868741035461426,,
22,2.8654394149780273,0.06940783560276031,111,2.934847354888916,,
22,3.018744945526123,0.06763148307800293,112,3.086376428604126,,
22,2.890359878540039,0.06637473404407501,113,2.9567346572875977,,
22,2.8294620513916016,0.07059067487716675,114,2.900052785873413,,
22,,,114,,0.6979166865348816,0.9023308157920837
23,2.90633225440979,0.06294926255941391,115,2.9692814350128174,,
23,2.920577049255371,0.07688513398170471,116,2.997462272644043,,
23,2.8911614418029785,0.07505614310503006,117,2.966217517852783,,
23,2.9861719608306885,0.057382628321647644,118,3.0435545444488525,,
23,2.931820869445801,0.05684078484773636,119,2.988661766052246,,
23,,,119,,0.7135416865348816,0.8805914521217346
24,3.0037834644317627,0.057978831231594086,120,3.0617623329162598,,
24,2.9478302001953125,0.061651118099689484,121,3.009481430053711,,
24,2.9775774478912354,0.06657804548740387,122,3.0441555976867676,,
24,2.840454339981079,0.08112084865570068,123,2.9215750694274902,,
24,2.99666166305542,0.07964740693569183,124,3.0763089656829834,,
24,,,124,,0.7135416865348816,0.8582480549812317
25,2.9260425567626953,0.06887008249759674,125,2.994912624359131,,
25,2.927994728088379,0.0645967572927475,126,2.992591381072998,,
