epoch,loss_d,loss_y,step,train_loss,val_acc,val_loss
0,3.3147096633911133,0.7735544443130493,0,4.088263988494873,,
0,3.305196762084961,0.6013340353965759,1,3.9065308570861816,,
0,3.2486939430236816,0.6328831911087036,2,3.8815770149230957,,
0,3.276310920715332,0.4870924949645996,3,3.7634034156799316,,
0,3.220383882522583,0.4163051247596741,4,3.6366889476776123,,
0,3.2081334590911865,0.4385400116443634,5,3.6466734409332275,,
0,3.201995372772217,0.4470664858818054,6,3.649061918258667,,
0,,,6,,0.8834134340286255,0.599646806716919
1,3.1588387489318848,0.24581608176231384,7,3.4046547412872314,,
1,3.1531307697296143,0.27265340089797974,8,3.425784111022949,,
1,3.221679210662842,0.20237983763217926,9,3.4240591526031494,,
1,3.1566946506500244,0.19362065196037292,10,3.3503153324127197,,
1,3.1817626953125,0.17917262017726898,11,3.3609352111816406,,
1,3.1552250385284424,0.197994202375412,12,3.3532192707061768,,
1,3.195915699005127,0.225307896733284,13,3.4212236404418945,,
1,,,13,,0.963942289352417,0.425998330116272
2,3.248030662536621,0.14082154631614685,14,3.388852119445801,,
2,3.277888774871826,0.11742795258760452,15,3.3953168392181396,,
2,3.3605241775512695,0.11907368898391724,16,3.479597806930542,,
2,3.4743359088897705,0.10252541303634644,17,3.5768613815307617,,
2,3.4547042846679688,0.1025981679558754,18,3.557302474975586,,
2,3.4484591484069824,0.12253490090370178,19,3.5709941387176514,,
2,3.515899658203125,0.15405532717704773,20,3.669955015182495,,
2,,,20,,0.9651442170143127,0.27100250124931335
3,3.5893869400024414,0.09335014224052429,21,3.682737112045288,,
3,3.656761646270752,0.0902705192565918,22,3.7470321655273438,,
3,3.6385018825531006,0.08777973055839539,23,3.7262816429138184,,
3,3.731016159057617,0.11294949054718018,24,3.843965530395508,,
3,3.739370346069336,0.09359588474035263,25,3.8329663276672363,,
3,3.7550048828125,0.12168226391077042,26,3.8766870498657227,,
3,3.7999887466430664,0.10006041824817657,27,3.9000492095947266,,
3,,,27,,0.9771634340286255,0.1680096536874771
4,3.8199198246002197,0.13921824097633362,28,3.9591381549835205,,
4,3.8683648109436035,0.14847815036773682,29,4.016842842102051,,
4,3.875119686126709,0.11032630503177643,30,3.985445976257324,,
4,3.901545524597168,0.14865490794181824,31,4.050200462341309,,
4,3.8827080726623535,0.07717206329107285,32,3.9598801136016846,,
4,3.836071491241455,0.11751946806907654,33,3.9535908699035645,,
4,3.8717856407165527,0.09192532300949097,34,3.9637110233306885,,
4,,,34,,0.9759615659713745,0.13602517545223236
5,3.923215866088867,0.11845587939023972,35,4.0416717529296875,,
5,3.8466897010803223,0.08700195699930191,36,3.9336917400360107,,
5,3.837127447128296,0.0921127125620842,37,3.9292402267456055,,
5,3.8791160583496094,0.10708090662956238,38,3.986196994781494,,
5,3.8185648918151855,0.10885043442249298,39,3.927415370941162,,
5,3.780975818634033,0.10034938156604767,40,3.8813252449035645,,
5,3.8307294845581055,0.09703768789768219,41,3.927767276763916,,
5,,,41,,0.9807692170143127,0.09746621549129486
6,3.8023228645324707,0.09311509132385254,42,3.8954379558563232,,
6,3.794844627380371,0.09626047313213348,43,3.8911051750183105,,
6,3.7687549591064453,0.08963257819414139,44,3.8583874702453613,,
6,3.7829408645629883,0.09075719863176346,45,3.8736979961395264,,
6,3.805063247680664,0.08235320448875427,46,3.887416362762451,,
6,3.8001163005828857,0.08640778064727783,47,3.886524200439453,,
6,3.819201946258545,0.11368216574192047,48,3.9328842163085938,,
6,,,48,,0.9807692170143127,0.08125849813222885
7,3.7942092418670654,0.08997882902622223,49,3.884188175201416,,
7,3.8482465744018555,0.08006951957941055,50,3.928316116333008,,
7,3.8103647232055664,0.08320212364196777,51,3.893566846847534,,
7,3.8512935638427734,0.05902843922376633,52,3.9103219509124756,,
7,3.848379373550415,0.07911525666713715,53,3.927494525909424,,
7,3.8570070266723633,0.08509796857833862,54,3.9421050548553467,,
7,3.7907052040100098,0.09629157930612564,55,3.8869967460632324,,
7,,,55,,0.9831730723381042,0.07569284737110138
8,3.8569657802581787,0.11101840436458588,56,3.967984199523926,,
8,3.87606143951416,0.06746922433376312,57,3.943530559539795,,
8,3.9013142585754395,0.08264307677745819,58,3.983957290649414,,
8,3.9138565063476562,0.07022552937269211,59,3.984081983566284,,
8,3.8839876651763916,0.08044826984405518,60,3.9644360542297363,,
8,3.8525688648223877,0.0987212285399437,61,3.9512901306152344,,
8,3.811671257019043,0.08003774285316467,62,3.891709089279175,,
8,,,62,,0.984375,0.07171737402677536
9,3.826706886291504,0.08331196755170822,63,3.9100189208984375,,
9,3.8715391159057617,0.06496968120336533,64,3.936508893966675,,
9,3.829305648803711,0.07517190277576447,65,3.904477596282959,,
9,3.8192458152770996,0.06746573001146317,66,3.886711597442627,,
9,3.7421648502349854,0.060920923948287964,67,3.8030858039855957,,
9,3.8016040325164795,0.09500119090080261,68,3.8966052532196045,,
9,3.7470664978027344,0.10743929445743561,69,3.854505777359009,,
9,,,69,,0.979567289352417,0.0694790929555893
10,3.705052137374878,0.06442669034004211,70,3.7694787979125977,,
10,3.706717014312744,0.08164236694574356,71,3.7883594036102295,,
10,3.6643261909484863,0.052526433020830154,72,3.7168526649475098,,
10,3.6974189281463623,0.06292913854122162,73,3.760348081588745,,
10,3.6571226119995117,0.07491506636142731,74,3.7320377826690674,,
10,3.5794317722320557,0.07411769777536392,75,3.6535494327545166,,
10,3.6333420276641846,0.09582372009754181,76,3.72916579246521,,
10,,,76,,0.979567289352417,0.07527332752943039
11,3.5827014446258545,0.08332394063472748,77,3.666025400161743,,
11,3.558694839477539,0.09301014989614487,78,3.651705026626587,,
11,3.5189428329467773,0.073990099132061,79,3.592932939529419,,
11,3.542921781539917,0.048423949629068375,80,3.59134578704834,,
11,3.4878439903259277,0.12640053033828735,81,3.6142444610595703,,
11,3.4569103717803955,0.11402244865894318,82,3.5709328651428223,,
11,3.4081475734710693,0.06833550333976746,83,3.476483106613159,,
11,,,83,,0.9975961446762085,0.0496981106698513
12,3.43296217918396,0.062104519456624985,84,3.4950666427612305,,
12,3.4146013259887695,0.07825267314910889,85,3.492854118347168,,
12,3.4752416610717773,0.0709112137556076,86,3.5461528301239014,,
12,3.3679747581481934,0.07094360888004303,87,3.438918352127075,,
12,3.394585132598877,0.08867049962282181,88,3.483255624771118,,
12,3.4110965728759766,0.04538864642381668,89,3.4564852714538574,,
12,3.3997411727905273,0.05746017023921013,90,3.4572012424468994,,
12,,,90,,0.9867788553237915,0.05945298448204994
13,3.400275707244873,0.05266120284795761,91,3.452936887741089,,
13,3.4305553436279297,0.03425915166735649,92,3.4648144245147705,,
13,3.4885141849517822,0.0632992535829544,93,3.5518133640289307,,
13,3.466402053833008,0.06741947680711746,94,3.5338215827941895,,
13,3.487116813659668,0.054236799478530884,95,3.541353702545166,,
13,3.4840164184570312,0.07664469629526138,96,3.5606610774993896,,
13,3.5584535598754883,0.14653334021568298,97,3.704986810684204,,
13,,,97,,0.9831730723381042,0.05915006250143051
14,3.560197114944458,0.08094823360443115,98,3.6411452293395996,,
14,3.532036542892456,0.044347718358039856,99,3.5763843059539795,,
14,3.529599189758301,0.08420734107494354,100,3.6138064861297607,,
14,3.578416585922241,0.0846899002790451,101,3.6631064414978027,,
14,3.536807060241699,0.07539127767086029,102,3.6121983528137207,,
14,3.6122279167175293,0.07270744442939758,103,3.6849353313446045,,
14,3.452052116394043,0.06339849531650543,104,3.5154507160186768,,
14,,,104,,0.9759615659713745,0.07514463365077972
15,3.483482837677002,0.08089757710695267,105,3.564380407333374,,
15,3.411306381225586,0.07391252368688583,106,3.4852190017700195,,
15,3.5081281661987305,0.06797623634338379,107,3.5761044025421143,,
15,3.375380039215088,0.0753706693649292,108,3.4507508277893066,,
15,3.366215229034424,0.0763896256685257,109,3.4426047801971436,,
15,3.4005136489868164,0.09194625169038773,110,3.492460012435913,,
15,3.3905446529388428,0.12166915833950043,111,3.512213706970215,,
15,,,111,,0.9855769276618958,0.06114416942000389
16,3.2653911113739014,0.05924462527036667,112,3.3246357440948486,,
16,3.2454776763916016,0.07906682789325714,113,3.3245444297790527,,
16,3.1913561820983887,0.06814533472061157,114,3.2595014572143555,,
16,3.08532977104187,0.09094161540269852,115,3.176271438598633,,
16,3.1749460697174072,0.0756242573261261,116,3.250570297241211,,
16,3.095156669616699,0.06851139664649963,117,3.163668155670166,,
16,3.1394870281219482,0.09883462637662888,118,3.238321542739868,,
16,,,118,,0.984375,0.05449366569519043
17,3.088135242462158,0.06554023176431656,119,3.1536755561828613,,
17,3.011868953704834,0.06656359881162643,120,3.078432559967041,,
17,3.0804150104522705,0.04966731369495392,121,3.130082368850708,,
17,3.0428457260131836,0.06748847663402557,122,3.1103341579437256,,
17,2.966916561126709,0.09244740009307861,123,3.059363842010498,,
17,2.9812464714050293,0.07372210919857025,124,3.0549685955047607,,
17,2.978835105895996,0.04467374086380005,125,3.0235087871551514,,
17,,,125,,0.9879807829856873,0.05464880168437958
18,2.967785358428955,0.06767140328884125,126,3.035456657409668,,
18,2.9818077087402344,0.05848259851336479,127,3.040290355682373,,
18,2.9470419883728027,0.060213521122932434,128,3.0072555541992188,,
18,2.9125266075134277,0.09425900131464005,129,3.0067856311798096,,
18,2.8514890670776367,0.07818763703107834,130,2.9296767711639404,,
18,2.867321491241455,0.07184523344039917,131,2.939166784286499,,
18,2.9280760288238525,0.05688196420669556,132,2.9849579334259033,,
18,,,132,,0.989182710647583,0.04913679510354996
19,2.8447556495666504,0.04639589414000511,133,2.8911514282226562,,
19,2.8932385444641113,0.06078387051820755,134,2.9540224075317383,,
19,2.8757646083831787,0.06068037822842598,135,2.9364449977874756,,
19,2.841421365737915,0.08381132036447525,136,2.9252326488494873,,
19,3.035435676574707,0.08843036741018295,137,3.123866081237793,,
19,3.0345582962036133,0.08930935710668564,138,3.1238677501678467,,
19,3.134768486022949,0.053345344960689545,139,3.1881139278411865,,
19,,,139,,0.9963942170143127,0.04989362508058548
20,3.0423073768615723,0.05568071827292442,140,3.0979881286621094,,
20,3.1393795013427734,0.10266310721635818,141,3.2420425415039062,,
20,3.129633903503418,0.05620365962386131,142,3.185837507247925,,
20,3.3838753700256348,0.09528270363807678,143,3.4791581630706787,,
20,3.2123827934265137,0.0654854103922844,144,3.2778682708740234,,
20,3.359661102294922,0.11709299683570862,145,3.4767541885375977,,
20,3.2915220260620117,0.09759403020143509,146,3.389116048812866,,
20,,,146,,0.9759615659713745,0.08173089474439621
21,3.498154640197754,0.06744246184825897,147,3.5655970573425293,,
21,3.5174288749694824,0.06930330395698547,148,3.5867321491241455,,
21,3.6290996074676514,0.08965963870286942,149,3.718759298324585,,
21,3.481297492980957,0.0822170227766037,150,3.563514471054077,,
21,3.6086080074310303,0.09772257506847382,151,3.7063305377960205,,
21,3.843797206878662,0.054962147027254105,152,3.898759365081787,,
21,3.8111538887023926,0.1440548151731491,153,3.9552087783813477,,
21,,,153,,0.973557710647583,0.08207523077726364
22,3.8383007049560547,0.08275669813156128,154,3.9210574626922607,,
22,4.144692420959473,0.07539307326078415,155,4.220085620880127,,
22,3.9106996059417725,0.08812534809112549,156,3.9988250732421875,,
22,3.942035675048828,0.10759685933589935,157,4.049632549285889,,
22,3.7762274742126465,0.10382241010665894,158,3.88004994392395,,
22,3.7846803665161133,0.08627884835004807,159,3.8709592819213867,,
22,3.6704912185668945,0.1545720398426056,160,3.8250632286071777,,
22,,,160,,0.9675480723381042,0.1154429093003273
23,3.8187499046325684,0.13911409676074982,161,3.9578640460968018,,
23,3.696664810180664,0.12690430879592896,162,3.8235690593719482,,
23,3.705676555633545,0.1190151646733284,163,3.8246917724609375,,
23,3.7615864276885986,0.14030063152313232,164,3.9018869400024414,,
23,3.406953811645508,0.14980600774288177,165,3.556759834289551,,
23,3.553647994995117,0.12641233205795288,166,3.680060386657715,,
23,3.4276039600372314,0.1257522702217102,167,3.553356170654297,,
23,,,167,,0.9831730723381042,0.10641320049762726
