epoch,loss_d,loss_y,lr,step,train_loss,val_acc,val_loss
0,3.192455530166626,0.8167121410369873,0.0003000000142492354,4,0.8326744437217712,,
0,3.154731035232544,0.6790139079093933,0.0003000000142492354,9,0.6947875618934631,,
0,3.295870065689087,0.6790983080863953,0.0003000000142492354,14,0.6955776810646057,,
0,3.3080925941467285,0.8253257274627686,0.0003000000142492354,19,0.8418661952018738,,
0,,,,19,,0.515625,0.6929009556770325
1,3.1525392532348633,0.7345435619354248,0.0003000000142492354,24,0.750306248664856,,
1,3.1786227226257324,0.7939420938491821,0.0003000000142492354,29,0.8098351955413818,,
1,3.1451644897460938,0.7616982460021973,0.0003000000142492354,34,0.7774240970611572,,
1,3.030930280685425,0.7216547727584839,0.0003000000142492354,39,0.7368094325065613,,
1,,,,39,,0.5520833134651184,0.67826908826828
2,3.324892282485962,0.7525408267974854,0.0003000000142492354,44,0.7691652774810791,,
2,3.3365724086761475,0.7168467044830322,0.0003000000142492354,49,0.7335295677185059,,
2,3.2821526527404785,0.6854599118232727,0.0003000000142492354,54,0.7018706798553467,,
2,3.1991167068481445,0.5640668869018555,0.0003000000142492354,59,0.5800624489784241,,
2,,,,59,,0.5572916865348816,0.6683065295219421
3,3.125685691833496,0.8302630186080933,0.0003000000142492354,64,0.8458914756774902,,
3,3.304084062576294,0.6921995282173157,0.0003000000142492354,69,0.7087199687957764,,
3,3.1815340518951416,0.7900335788726807,0.0003000000142492354,74,0.8059412240982056,,
3,3.1264407634735107,0.691727340221405,0.0003000000142492354,79,0.7073595523834229,,
3,,,,79,,0.5572916865348816,0.6589694023132324
4,3.2048492431640625,0.6008151173591614,0.0003000000142492354,84,0.6168393492698669,,
4,3.1344032287597656,0.654248058795929,0.0003000000142492354,89,0.6699200868606567,,
4,3.206923007965088,0.6139075756072998,0.0003000000142492354,94,0.6299421787261963,,
4,3.1488969326019287,0.5963274240493774,0.0003000000142492354,99,0.6120719313621521,,
4,,,,99,,0.5677083134651184,0.6496679186820984
5,3.338597059249878,0.6001211404800415,0.0003000000142492354,104,0.616814136505127,,
5,3.256117582321167,0.639652669429779,0.0003000000142492354,109,0.6559332609176636,,
5,3.2569944858551025,0.5941206216812134,0.0003000000142492354,114,0.6104055643081665,,
5,3.1028552055358887,0.5514534115791321,0.0003000000142492354,119,0.5669676661491394,,
5,,,,119,,0.5625,0.6403844952583313
6,2.9921700954437256,0.5620467066764832,0.0003000000142492354,124,0.577007532119751,,
6,3.0963878631591797,0.5042871832847595,0.0003000000142492354,129,0.5197691321372986,,
6,3.2219393253326416,0.5420507192611694,0.0003000000142492354,134,0.5581604242324829,,
6,3.1113831996917725,0.571330189704895,0.0003000000142492354,139,0.5868871212005615,,
6,,,,139,,0.578125,0.6293908357620239
7,3.1041336059570312,0.47705137729644775,0.0003000000142492354,144,0.49257203936576843,,
7,3.154650926589966,0.6357426047325134,0.0003000000142492354,149,0.6515158414840698,,
7,3.3346951007843018,0.5855773687362671,0.0003000000142492354,154,0.6022508144378662,,
7,3.129755735397339,0.6918617486953735,0.0003000000142492354,159,0.7075105309486389,,
7,,,,159,,0.5885416865348816,0.6234928369522095
8,3.310178518295288,0.5583376884460449,0.0003000000142492354,164,0.5748885869979858,,
8,3.017913579940796,0.5608152747154236,0.0003000000142492354,169,0.5759048461914062,,
8,3.2073028087615967,0.7513367533683777,0.0003000000142492354,174,0.767373263835907,,
8,3.2384841442108154,0.6024743318557739,0.0003000000142492354,179,0.6186667680740356,,
8,,,,179,,0.6041666865348816,0.6096669435501099
9,2.9020187854766846,0.6349326968193054,0.0003000000142492354,184,0.6494427919387817,,
9,3.1018624305725098,0.6276224255561829,0.0003000000142492354,189,0.6431317329406738,,
9,3.1907830238342285,0.5398197770118713,0.0003000000142492354,194,0.5557736754417419,,
9,3.129784107208252,0.41978609561920166,0.0003000000142492354,199,0.435435026884079,,
9,,,,199,,0.59375,0.6111563444137573
10,3.029919147491455,0.6181102395057678,0.0003000000142492354,204,0.6332598328590393,,
10,3.153778553009033,0.4342461824417114,0.0003000000142492354,209,0.4500150680541992,,
10,3.3046271800994873,0.4412219226360321,0.0003000000142492354,214,0.4577450454235077,,
10,3.1411821842193604,0.5212746262550354,0.0003000000142492354,219,0.5369805097579956,,
10,,,,219,,0.6197916865348816,0.5967310070991516
11,3.1218488216400146,0.505018949508667,0.0003000000142492354,224,0.5206282138824463,,
11,3.2741291522979736,0.44104719161987305,0.0003000000142492354,229,0.4574178457260132,,
11,3.0585556030273438,0.4753960072994232,0.0003000000142492354,234,0.4906887710094452,,
11,3.3152337074279785,0.44309261441230774,0.0003000000142492354,239,0.4596687853336334,,
11,,,,239,,0.6458333134651184,0.5708060264587402
12,3.1890013217926025,0.44545212388038635,0.0003000000142492354,244,0.4613971412181854,,
12,3.310100793838501,0.5605776309967041,0.0003000000142492354,249,0.5771281123161316,,
12,3.3494184017181396,0.44856536388397217,0.0003000000142492354,254,0.4653124511241913,,
12,3.1871120929718018,0.517209529876709,0.0003000000142492354,259,0.5331450700759888,,
